PSRJ,RA,Dec,l,b,Period,Pdot,Edot,DM,DIST,TS,Edot/D2
J0344-0901,55.866416666666666,-30.007638888888888,227.75784503343976,-52.338102378865244,1.2260055725983963,3.4707843432401247e-15,7.435497531794904e+31,30.9,1.507,2.7667874904582277,3.274036593571915e+31
J0348+0432,56.15612916666666,-9.017405555555557,197.39694268031883,-45.333247178131685,0.03912265690178056,2.407452873016325e-19,1.5872031187909346e+32,40.46313,2.1,0.5897247728426009,3.599100042609829e+31
J0349+2340,57.18182916666666,4.536516111111111,183.33684177617616,-36.7736247614614,2.4207709776,1.0995e-15,3.059805764154879e+30,62.962,3.746,1.9070751024410129,2.180511152921457e+29
J0401-7608,57.489083333333326,23.68138888888889,167.43396312724073,-23.38398773584895,0.5452541866069086,1.5438007601297895e-15,3.75970664929415e+32,21.7,1.014,1.5286205746233463,3.656605014310647e+32
J0407+1607,60.465624999999996,-76.13693055555557,290.31278581129703,-35.90726166248414,0.02570173919463,7.9e-20,1.8369582718873003e+32,35.65,1.34,2.0398758351802826e-05,1.0230331208995878e+32
J0410-31,61.978912499999986,16.121222222222222,176.61811542575174,-25.655854321532846,1.8785,0.0,0.0,9.2,0.415,-3.249431028962135e-05,0.0
J0418-4154,62.662499999999994,-31.12472222222222,230.58629242497082,-46.67077398880029,0.7571189450307722,1.319435806136959e-15,1.200205636134392e+32,24.325,2.519,1.4158486650558189,1.8914694311866449e+31
J0420-5022,64.51572833333331,-41.90400555555556,246.26150756543814,-45.682127771188384,3.453004027143985,2.7590369981747547e-14,2.645611114796242e+31,0.0,0.0,2.07475592661649,0.0
J0421-0345,65.00812499999999,-50.38002777777778,258.1359551819414,-44.38614274540936,2.1613084945519363,1.1633759104673982e-15,4.5491423039095225e+30,44.61,2.196,9.742154496139847,9.43332616661342e+29
J0447-04,65.38981249999999,-3.7518343333333335,197.50390743522206,-34.756745772916595,2.18819,0.0,0.0,29.83,0.675,-1.352047547698021e-06,0.0
J0448-2749,71.74999999999999,-4.583333333333333,202.07228320212704,-29.65664714944021,0.4504483308562931,1.4834695224561473e-16,6.407718422228129e+31,26.22,1.809,5.918675682973117,1.9580613064607949e+31
J0450-1248,72.17319124999999,-27.829647,228.34705162678318,-37.918146925407136,0.4380141493906399,1.026489270523791e-16,4.822250103163157e+31,37.041,1.774,4.656612873077393e-10,1.5322954079161598e+31
J0452-1759,72.5365875,-12.801972222222222,211.0752847585252,-32.62911255225295,0.5489392232937018,5.753107046225423e-15,1.3730596385623156e+33,39.903,0.4,-0.0006220975192263722,8.581622741014471e+33
J0457-6337,73.14210708333333,-17.98982527777778,217.07820940323495,-34.08674316777629,2.49701169613,2.1e-16,5.324971670403979e+29,27.5,1.333,1.3761156790424138,2.9967947746899097e+29
J0458-0505,74.28245833333332,-63.62511111111111,273.8158683127376,-36.7010843935371,1.88347965849,5.3e-16,3.13150279537407e+30,47.806,1.938,-8.773058652877808e-07,8.337680679426701e+29
J0459-0210,74.65467083333333,-5.08475,204.1387945225295,-27.34765621604144,1.1330761236588236,1.3982535618344143e-15,3.7946210069335144e+31,21.02,0.16,2.6131374288816005,1.482273830833404e+33
J0511-6508,74.96641791666666,-2.1685075,201.4441314336154,-25.67795025303404,0.322061827468,2.06e-16,2.4344967457942854e+32,25.66,0.818,0.10404794430360198,3.638334218761075e+32
J0514-4408,77.98541666666667,-65.14347222222223,275.2497261191134,-34.827008672518026,0.3202708224090367,2.0420312409600508e-15,2.453974207690334e+33,15.122,0.966,0.0,2.6297577336376064e+33
J0520-2553,78.71745833333333,-44.14371666666666,249.51455982590713,-35.36498336049196,0.2416421756731351,3.0092355386766885e-17,8.419721118594278e+31,33.77,2.379,10.676033544586971,1.4876775962634872e+31
J0525-6607,80.15076624999998,-25.886747166666666,228.43443817120368,-30.54276789581595,8.047,6.5e-11,4.924601458522851e+33,0.0,0.0,22.874457417521626,0.0
J0529-0715,81.50375,-66.07674999999999,276.0866985400922,-33.245999918446664,0.6892236013587903,5.754503397724147e-16,6.938844664000803e+31,87.3,7.002,-0.00013228505849838257,1.415281899707931e+30
J0533-4524,82.2873875,-7.257341666666667,210.06476134636347,-21.58162370248036,0.157284525096,2.8024e-16,2.8433601660843874e+33,18.93,1.239,1.7099324428709224,1.8522058952254495e+33
J0536-7543,83.307875,-45.413944444444446,251.46068580733842,-32.26443828408107,1.245856132913541,5.777130229583847e-16,1.179419247869252e+31,18.58,0.143,1.5577754960395396,5.767613320305405e+32
J0540-7125,84.12841666666665,-75.73188888888889,287.16109561394694,-30.820886512083547,1.286014595,8.2e-16,1.5220744534559337e+31,29.41,0.547,1.3923295483691618,5.086994219612155e+31
J0557-2948,85.12833333333333,-71.42538888888889,282.14779535889767,-31.23640981107617,0.0436426389,7.3e-20,3.4669660463956934e+31,49.05,4.272,6.136353458859958,1.8997090881809503e+30
J0600-5756,89.38749791666666,-29.80466777777778,235.4696694340057,-23.988841062210565,2.261364513,2.78e-15,9.490581320028085e+30,30.0,0.553,-0.00019437470473349094,3.103434274343817e+31
J0614+83,90.19374999999998,-57.94833333333333,266.4922575974998,-29.342973171098645,1.039203,0.0,0.0,44.0,3.662,0.7644539496395737,0.0
J0621-55,93.49999999999999,83.23333333333333,130.35331212527743,25.83326248970152,0.0,0.0,0.0,22.0,0.38,8.149072527885437e-09,0.0
J0636-4549,95.17499999999998,-56.083333333333336,264.80423957367816,-26.410707800926684,1.98459736713,3.1722e-15,1.6021495971386932e+31,26.31,0.383,4.9293638141825795,1.092208411768226e+32
J0645+5158,99.14059999999998,-45.82572777777778,254.54700557581538,-21.547228357363863,0.008853496686297741,4.92191346923651e-21,2.7999432157120092e+32,18.247536,1.2499909125372004,0.48460620385594666,1.791989713384747e+32
J0645+80,101.49617749999999,51.97081008333333,163.96294573174822,20.250930193293048,0.657873,0.0,0.0,50.0,5.249,0.0,0.0
J0653+8051,101.49999999999999,80.15,133.94546192500238,26.464933425938952,1.2144405115160142,3.798786655040397e-15,8.37289995897039e+31,33.31882,2.348,-0.004783127922564745,1.518727010948894e+31
J0656-5449,103.31287499999998,80.86672777777777,133.17777810408705,26.828446915938592,0.183156898795,3.191e-17,2.05029662368518e+32,67.5,0.372,0.6217179757077247,1.4815994794811393e+33
J0700+6418,104.20412499999999,-54.82081111111111,264.79515175990315,-21.141215276865122,0.1956709451662738,6.853394262025064e-19,3.6114900682750913e+30,8.77387,0.413,0.0,2.117319130835669e+31
J0709-5923,105.15750833333333,64.30311111111111,151.55063241283472,25.23685292027241,0.485268383925,1.26e-16,4.352956129649171e+31,65.0,0.371,2.707218205672689,3.162543231776267e+32
J0711-6830,107.38555416666667,-59.39877777777778,270.02943430856726,-20.899354437556426,0.0054909685061923135,1.4906674204912025e-20,3.554623748737766e+33,18.4066,0.106,2.6203264710493386,3.163602481966684e+35
J0738+6904,107.97578797499999,-68.51317068333333,279.5309944394957,-23.279854844800965,6.827692802169157,2.6968159536958472e-14,3.344946125412242e+30,17.22,1.124,0.0003568007377907634,2.64762519266809e+30
J0740+41,114.59419749999998,69.07222833333333,146.59347461749132,29.37719935730601,0.003139215,0.0,0.0,20.83,0.51,19.781016488792375,0.0
J0742+4334,115.24999999999999,41.06666666666667,178.17930074530062,26.329460254489476,0.606190680037,3.71e-16,6.575153278347639e+31,36.255,1.61,0.37633834267035127,2.536612506596057e+31
J0747+6646,115.67554166666666,43.56727777777778,175.53571365678587,27.21363703785142,0.40770052440883003,6.781764478211989e-16,3.950741639573172e+32,27.576,1.865,-1.1641532182693481e-10,1.1358499348297397e+32
J0750+57,116.91536999999998,66.78243297222222,149.21766025168202,30.282716431196075,1.174875,0.0,0.0,27.0,1.624,1.257285475730896e-08,0.0
J0750-6846,117.49999999999999,57.0,160.55738759682302,30.327073802579488,0.915171299,0.0,0.0,26.0,0.106,1.089596439851448,0.0
J0754+3231,117.70833333333331,-68.74083333333333,281.03082026643386,-20.0143912770604,1.442349479142921,1.07986494552908e-15,1.4207500302439585e+31,39.9863,1.464,-1.0477378964424133e-09,6.628809227675312e+30
J0803+34,118.66953333333333,32.53227777777778,188.18727219857678,26.720953434057538,0.0,0.0,0.0,34.0,1.305,-4.656612873077393e-10,0.0
J0806+08,120.77083333333331,34.31666666666667,186.7784825703492,28.890426786289435,2.0631,0.0,0.0,46.0,1.848,-0.0010089465649798512,0.0
J0811+37,121.5208333333333,8.283333333333333,213.9195174646521,20.334180264688822,1.2483,0.0,0.0,16.95,0.355,0.03887465130537748,0.0
J0813+22,122.8,37.46666666666667,183.6760270473026,31.21730219541766,0.5314,0.0,0.0,52.29,2.449,9.42964106798172e-09,0.0
J0814+7429,123.475,22.016666666666666,200.90939831599994,27.48046764630813,1.2922414468619536,1.6811430018179736e-16,3.0756250881385464e+30,5.75066,0.432,0.6026038733543828,1.6480329904720436e+31
J0815+0939,123.74791666666664,74.48491666666666,139.99794017344817,31.617743906373015,0.64516119106,1.39e-16,2.0434773669640747e+31,52.6589,2.491,3.7330914998892695,3.2932323799867793e+30
J0815+4611,123.78656666666666,9.664083333333334,213.62590616919823,22.949592061682605,0.4342422517307,3.9e-18,1.8803041725481458e+30,11.2738,0.358,-2.3791915737092495e-05,1.467107902802773e+31
J0823+0159,123.99775958333333,46.19812222222222,173.62616519742028,33.452803213257376,0.8648728046988048,1.0455015043028665e-16,6.380102779758352e+30,23.727,2.499981825074401,0.6379192158346996,1.020831287533543e+30
J0824+0028,125.79068791666664,1.9867969444444444,221.98783779984157,21.245346465913865,0.009861348670367318,1.4689038147261773e-19,6.047058245752171e+33,34.5485,1.689,9.077716052881442,2.1197510186773158e+33
J0826+2637,126.10350091666665,0.46682416666666665,223.57691437095832,20.78949145791196,0.5306605116860001,1.7093155124834842e-15,4.5157683600215694e+32,19.47633,0.49750882091032855,0.00018251931760460138,1.8244421023154633e+33
J0827+53,126.71461166666666,26.6225825,196.96370159862377,31.7426249106108,0.0135,0.0,0.0,23.103,1.571,0.9804646280827001,0.0
J0837+0610,126.94999999999997,53.0,165.46995365134222,35.64695481436594,1.2737682915784503,6.799219236666495e-15,1.298815553790738e+32,12.864,0.19,-0.0018267749110236764,3.597827018810908e+33
J0843+0719,129.27350833333333,6.170711111111111,219.72113430281428,26.272158182420288,1.36586,0.0,0.0,36.6,2.068,3.476203507510945,0.0
J0848+16,130.89091666666664,7.3132777777777775,219.40006164468033,28.222506009683755,0.4524,0.0,0.0,38.0,2.283,0.6216732620960101,0.0
J0849+8028,132.22083333333333,16.716666666666665,210.0604691478529,33.30477570011464,1.6022279738714946,4.463220007373698e-16,4.2838583501376824e+30,34.8121,3.304,2.1851155906915665e-07,3.9242351611899756e+29
J0857+3349,132.25629916666665,80.48308666666667,132.6544933899488,31.462282842730676,0.24296107706,2.4e-16,6.606339159154417e+32,23.998,1.567,0.005870339227840304,2.6904372852635125e+32
J0910+77,134.2794583333333,33.82138888888889,190.14075021657433,39.735775895371845,1.57905,0.0,0.0,0.0,0.0,4.514061589725316,0.0
J0921+6254,137.49999999999997,77.46666666666667,135.324708326959,33.70383459173753,1.5679940184795544,3.608118747063267e-15,3.6949396896425333e+31,13.15423,1.003,4.327255693264306,3.672869417313895e+31
J0922+0638,140.3088995833333,62.90386069444444,151.43113608117537,40.72506426894984,0.4306270989281231,1.3729398945350872e-14,6.787458595729649e+33,27.2986,1.1,29.393887100275606,5.609469913826155e+33
J0927+2345,140.558425,6.639805555555555,225.4198810383903,36.39243438121546,0.7618892360533487,3.0532995941534045e-16,2.7255467956811983e+31,17.24,1.091,-8.182274177670479e-05,2.2898347496777637e+31
J0928+06,141.9385833333333,23.752972222222223,205.28602971330596,44.20151930587188,2.0604,0.0,0.0,50.0,25.0,-7.502501830458641e-06,0.0
J0928+30,142.1833333333333,6.233333333333333,226.8535545996616,37.601324511084954,2.0915,0.0,0.0,21.95,2.037,6.297234976198524,0.0
J0930-2301,142.24999999999997,30.633333333333333,195.83789570183572,45.91537929593263,1.80706867799,3.362e-15,2.249227946046514e+31,78.3,25.0,-0.0009847634937614202,3.598764713674422e+28
J0935+33,142.51174999999998,-23.029166666666665,253.93178168614745,20.138100340590988,0.9615,0.0,0.0,18.35,1.728,-3.852182999253273e-07,0.0
J0943+1631,143.775,33.18333333333333,192.37593995644082,47.51095227391162,1.0874177280712083,9.108622759937294e-17,2.7965541020354925e+30,20.3402,1.487,1.1641532182693481e-09,1.2647400999360483e+30
J0943+2253,145.87541666666664,16.526944444444442,216.60921014501335,45.379895464793265,0.5329747057408513,8.983121044401323e-17,2.3424330820752256e+31,27.2508,3.555,0.2421108337584883,1.853480335792361e+30
J0944+4106,145.88498958333332,22.884905555555555,207.88664900167842,47.45826131899143,2.2294312669798004,4.420641540762058e-15,1.5749355065286085e+31,21.41,2.673,-0.0002916799858212471,2.2042703384856708e+30
J0944-1354,146.0755758333333,41.10126016666667,180.43734548178668,49.37511460326305,0.5702641245618781,4.5255970665960474e-17,9.634018330183522e+30,12.497,0.686,9.595694225281477,2.0471951164445767e+31
J0946+0951,146.1206495833333,-13.911563888888889,249.1292787630465,28.842995222434144,1.0977057048553227,3.4933895965607035e-15,1.0426750835305725e+32,15.31845,0.892,0.6660917289555073,1.310446474303943e+32
J0947+2740,146.53166666666667,9.865277777777777,225.41280587425229,43.12576145717445,0.851013803292077,4.3018934907582565e-16,2.755558131521864e+31,29.09,25.0,1.2753637899877504,4.408893010434983e+28
J0953+0755,146.83869583333333,27.67875,201.14194443248985,49.384502519593504,0.25306516494815756,2.297582800728047e-16,5.596722907112069e+32,2.96927,0.261,-4.0035229176282883e-07,8.215855473513408e+33
J0957-06,148.28879041666664,7.926597222222223,228.90810370569508,43.69654339705177,1.7237,0.0,0.0,26.95,2.461,3.1922721655573696,0.0
J1000+08,149.24999999999997,-6.283333333333333,244.76165790819437,36.20148036534932,0.440372,0.0,0.0,21.0,1.741,0.00025773560628294945,0.0
J1005+30,150.1583333333333,8.332777777777778,229.73152515994985,45.498374236304656,0.0,0.0,0.0,17.5,1.99,1.8169488462153822,0.0
J1010+15,151.37499999999997,30.25,197.93692558750934,53.6731139626258,0.0,0.0,0.0,42.0,25.0,4.153713557170704,0.0
J1012+5307,152.49999999999997,15.85,221.25842442286086,50.979622080212486,0.005255749014115409,1.712793681616762e-20,4.6575865760078997e+33,9.02314,0.7,0.4341736624483019,9.505278726546736e+33
J1012-2337,153.13932499999999,53.11729675,160.34715925119363,50.85784087416248,2.517945020504389,8.809495481970016e-16,2.1785726381851723e+30,22.51,0.983,2.0686291529564187,2.2545766723880458e+30
J1017+3011,153.14052166666664,-23.63956538888889,262.13120503632825,26.377429261709153,0.452785073,5.7e-16,2.4241433022629004e+32,27.15,25.0,10.152567635872401,3.8786292836206406e+29
J1018-1642,154.4012083333333,30.19613888888889,198.43226546546913,56.27297394142109,1.8046949457679968,1.7421937043873134e-15,1.1701587126646543e+31,48.82,25.0,1.2193792184116319,1.8722539402634469e+28
J1022+1001,154.66818541666666,-16.702820388888888,258.2612552114033,32.61022643544395,0.016452929954195394,4.3337541048312986e-20,3.841441788158811e+32,10.2521,0.7194192302372378,11.643945042742416,7.422157596239034e+32
J1023+0038,155.74164875,10.031323611111112,231.7945147754077,51.10065537926697,0.0016879874702210563,6.929501733483821e-21,5.6879279797748595e+34,14.325,1.3679791108478252,0.0,3.0394510764775737e+34
J1034-3224,155.94869666666665,0.6446793055555555,243.48955816117737,45.78225995992703,1.1505904284171227,2.304572587766442e-16,5.972935952562169e+30,50.75,1.636,3.2774265308398753,2.231625211680559e+30
J1038+0032,158.58129041666663,-32.40722111111111,272.0503827202005,22.117015491079112,0.02885155795131,6.7e-20,1.1013534861438601e+32,26.59,5.946,2.2999805229483172,3.115135349618311e+30
J1041-1942,159.6122208333333,0.5454444444444444,247.15191362035824,48.47055932744046,1.3863680745875944,9.448498269216091e-16,1.3998673296881864e+31,33.777,2.533,-5.22085465490818e-05,2.181807842266818e+30
J1046+0304,160.40081666666666,-19.703780555555554,265.59150962172185,33.58993688688069,0.326271446035,1.242e-16,1.4117055734553025e+32,25.3,5.788,1.8001459243241698,4.2139277432161385e+30
J1047-3032,161.680125,3.0685833333333337,246.41161836828027,51.697351024871274,0.3303280523312809,6.100601228174452e-17,6.6818389605871385e+31,52.54,2.144,8.351194838644005,1.453605114713383e+31
J1059+6459,161.75338499999998,-30.538337972222223,273.4945667033611,25.127017676273802,3.6311696785970633,5.735646057121775e-15,4.729360833540138e+30,18.5,1.814,2.561137080192566e-09,1.4372353316967923e+30
J1110+58,164.8645958333333,64.99219533333333,140.25103385028996,48.19751253404695,0.793348,0.0,0.0,26.0,25.0,-9.140011388808489e-05,0.0
J1115+5030,167.74999999999997,58.86666666666667,144.73993749319567,53.801292320027144,1.6564397599369094,2.4927850365036195e-15,2.1652977592400763e+31,9.18634,0.923,2.286931295413524,2.5416410983075775e+31
J1116-2444,168.91,50.503413888888886,154.40772260073163,60.36476091248142,0.86794888009,9.85e-16,5.947213448648361e+31,29.8,0.855,0.0,8.135444681985379e+31
J1120-3618,169.09691666666666,-24.748916666666666,276.97100430336263,33.28671858763849,0.00555,0.0,0.0,45.1,0.953,7.412523897364736,0.0
J1122-3546,170.09333333333333,-36.30894444444444,283.1248115871518,23.03566778604214,0.0078,0.0,0.0,39.49,0.656,6.818993030348793,0.0
J1125+7819,170.5,-35.766666666666666,283.2376036433283,23.661348770768516,0.004201609118107695,6.955486557458094e-21,3.702033220815696e+33,11.73,0.878,1.3969838619232178e-09,4.802322036539474e+33
J1126-27,171.49933291666665,78.33019347222222,128.28877570493015,37.894670293777786,0.358161,0.0,0.0,26.86,0.436,8.395873010158539e-06,0.0
J1126-38,171.49999999999997,-27.616666666666667,280.6819312927746,31.537209700351866,0.88755,0.0,0.0,46.0,1.013,-0.0012815326917916536,0.0
J1132+25,171.575,-38.63333333333333,285.21398590979743,21.291511457900942,1.002,0.0,0.0,23.0,25.0,4.912922922405414,0.0
J1136+1551,173.20833333333331,25.25,214.58080411318664,72.28470587241159,1.1879130659363586,3.733837242418856e-15,8.793487332777696e+31,4.84066,0.37174450930474356,0.0,6.36314788832652e+32
J1141-3107,174.01299916666662,15.853939722222222,241.89535528815915,69.19633247005513,0.538431789013,1.9602e-15,4.957560734688726e+32,30.77,0.783,4.82431391812861,8.086200755010652e+32
J1141-3322,175.3567875,-31.13127777777778,285.7459556277491,29.393343198704166,0.29146780076860695,4.653241852440875e-16,7.418969917633447e+32,46.448,1.853,0.42258887039497495,2.160691539902606e+32
J1153-21,175.42814999999996,-33.37703055555556,286.58579835621833,27.27185877089858,2.34348,0.0,0.0,34.8,2.332,0.6300726786721498,0.0
J1226+0005,178.24999999999997,-21.3,285.18758208108903,39.54970992185946,2.28507617026,2.474e-15,8.185729478693764e+30,18.5,1.868,8.910033422056586,2.3458683950972317e+30
J1226-3223,186.55999999999997,0.09555555555555555,289.2796564671035,62.29752203378621,6.1930040852,7.05e-15,1.1717764197581003e+30,36.7,2.175,1.0189994319807738,2.4770012836741457e+29
J1234-3630,186.6942833333333,-32.38361111111111,296.90848266063574,30.19954663942156,0.569242225079,8.66e-16,1.853473179581333e+32,58.8,5.728,3.053787764394656,5.649113329593007e+30
J1236-0159,188.54999999999998,-36.51141666666667,299.0713063607208,26.231080760821037,3.5975735967,5.103e-15,4.3266946186620865e+30,19.08,2.039,9.767515090876259,1.0406909835601759e+30
J1238+2152,189.01041666666666,-1.9861111111111112,295.06485770414406,60.65024660415584,1.1185906894463322,1.4455634992851588e-15,4.077399918364186e+31,17.9706,2.555,2.305256202816963e-06,6.245993111797498e+30
J1239+2453,189.59656499999997,21.869738138888888,272.78863916872695,83.96200734564115,1.3824491030387713,9.600485817227603e-16,1.4345163215776367e+31,9.25159,0.84,8.496606420609169,2.033044673437694e+31
J1240-4124,189.91858916666664,24.897025,252.45028745132046,86.54140904953842,0.51224209318,1.739e-15,5.1077958188918266e+32,44.1,1.682,-1.1641532182693481e-10,1.8054337027616416e+32
J1242+39,190.07337499999997,-41.41436111111111,300.6879549706058,21.40882491910178,1.31,0.0,0.0,26.0,25.0,7.534166797995567e-06,0.0
J1243+17,190.64166666666662,39.63333333333333,130.75964931597792,77.35977897905504,1.2165,0.0,0.0,5.0,0.405,0.0,0.0
J1246+2253,190.74999999999997,17.866666666666667,290.62957761804716,80.53624112804557,0.47387055751829316,8.889167142920882e-17,3.297931501527742e+31,17.792,2.465,0.39224909257609397,5.427599375480241e+30
J1257-1027,191.70567916666667,22.895352777777777,288.8091037190165,85.63996763892342,0.6173076699954868,3.627004830929586e-16,6.086993689753913e+31,29.634,25.0,5.5351972442585975,9.73918990360626e+28
J1300+1240,194.26984374999995,-10.451541944444443,305.20522400701225,52.395302713443826,0.00621853194840048,1.143341e-19,1.8770329848601555e+34,10.1655,0.7092147021487661,11.864731696085073,3.73178353691375e+34
J1302-32,195.01490291666664,12.68235336111111,311.30972536345456,75.41367496654306,0.00377,0.0,0.0,26.2,1.493,0.0,0.0
J1303+38,195.49999999999997,-32.0,305.5393762282956,30.818268315685543,0.3963,0.0,0.0,19.0,3.19,-4.656612873077393e-10,0.0
J1308+2127,195.825,38.21666666666667,111.02709224539332,78.636002165828,10.31252206,1.12e-13,4.031652460266841e+30,0.0,0.0,-0.01706384471617639,0.0
J1311-1228,197.20112499999996,21.45188333333333,338.7326421513291,83.08194518977655,0.4475177112318076,1.5085916644482086e-16,6.645088308437496e+31,36.214,25.0,3.2407225905917585,1.0632141293499994e+29
J1313+0931,197.96937083333333,-12.467121944444445,310.7231458280211,50.09516571204136,0.84893275073,8e-16,5.162140948101889e+31,12.040623,1.08,0.5141545636579394,4.425703830677202e+31
J1320+67,198.3458333333333,9.532222222222224,320.3663047987393,71.65723804349693,1.02862,0.0,0.0,28.0,25.0,1.299081727862358,0.0
J1320-3512,199.99999999999997,67.5,118.74052519071981,49.395159663034164,0.45848840672,1.9e-18,7.78266365359869e+29,16.42,0.873,0.060916736256331205,1.0211740602442225e+30
J1321+8323,200.05283333333333,-35.20722222222223,309.5431188326038,27.294887621627247,0.670037418385785,5.663012196641618e-16,7.432074659640662e+31,13.31624,1.0869486195975655,1.1223686770536005,6.290599456529061e+31
J1326+33,200.44013124999998,83.39428666666667,121.88706474390797,33.67233998179237,0.0415,0.0,0.0,4.19,0.344,-9.19681042432785e-09,0.0
J1327-0755,201.67499999999998,33.766666666666666,76.23776312916083,79.91711174407268,0.0026779231971205,1.773e-21,3.6448035086559615e+33,27.91215,25.0,3.791764460853301,5.831685613849539e+30
J1329+13,201.98994999999996,-7.924944444444445,318.38297422487983,53.84756139653415,0.0,0.0,0.0,12.0,1.087,1.7218891581287608,0.0
J1332-03,202.24999999999997,13.733333333333333,338.00734972384976,73.98942588019459,1.1064,0.0,0.0,27.1,25.0,-2.550077624619007e-06,0.0
J1332-3032,202.99999999999997,-3.4333333333333336,322.2497660335925,57.909011480042075,0.6504344906472496,5.602650147575634e-16,8.037899155905045e+31,15.1,0.882,4.327475968631916,1.0332499262016655e+32
J1334+10,203.21868249999997,-30.538141500000002,313.39630862451054,31.490236531440644,0.9111,0.0,0.0,24.0,25.0,1.1641532182693481e-10,0.0
J1335-3642,203.62499999999997,10.083333333333334,335.7451748571403,70.16155190980783,0.399192,0.0,0.0,41.7,2.479,0.03437678178306669,0.0
J1336+33,203.89999999999998,-36.7,312.7125829308937,25.331610546810666,3.013,0.0,0.0,8.5,0.719,-0.00044722261372953653,0.0
J1336-2522,203.99999999999997,33.766666666666666,70.31872024435859,78.33708520746426,0.4781454828,3.306e-16,1.1939397578824744e+32,37.5,5.467,2.8799662608653307,3.9947008919923736e+30
J1343+6634,204.0868333333333,-25.36711111111111,315.5574743475223,36.40118559272145,1.39410378554,1.0882e-15,1.5855616714044277e+31,30.031,25.0,3.2814754715655,2.536898674247084e+28
J1358-2533,205.99691666666664,66.57362499999999,114.89642290149133,49.72673552898966,0.912971,0.0,0.0,31.27,2.545,16.296699171420187,0.0
J1400+21,209.67499999999998,-25.55,321.48506064094175,34.88679574713068,0.0,0.0,0.0,10.5,0.908,0.0,0.0
J1403-0314,210.075,21.45,16.751590903932428,73.3318065123672,0.362634,0.0,0.0,31.0,25.0,1.9863618655363098,0.0
J1404+1159,210.9208333333333,-3.2577777777777777,335.5649457878018,54.97021722842152,2.65043929892,1.3768e-15,2.9192884364130525e+30,18.499,2.189,0.581624357146211,6.092358959156955e+29
J1411+2551,211.15411249999997,11.987777777777778,355.07804787198637,67.11464478563865,0.06245289551759,9.56e-20,1.549386949516117e+31,12.3737,1.131,0.0,1.211252492466638e+31
J1412+7922,212.8286083333333,25.852330555555557,33.38015076776848,72.1007107102141,0.05819907107,3.29134e-15,6.591501057452786e+35,0.0,0.0,8.047124164761044,0.0
J1418-3921,213.23277916666663,79.36774861111111,118.31756380673357,37.019740639605665,1.0968060034,8.892e-16,2.660539640273952e+31,60.49,4.081,0.0,1.5974841007661213e+30
J1426+52,214.7095125,-39.35514166666667,320.8200383926784,20.46149491241548,0.9958,0.0,0.0,25.37,25.0,0.09482529945671558,0.0
J1433+00,216.74999999999997,52.166666666666664,93.88033167020356,59.23281212587776,0.0,0.0,0.0,23.5,2.993,4.143463318469003,0.0
J1434+7257,218.37499999999997,0.4666666666666667,349.7492012387916,53.7915839839791,0.04174114783993,5.5e-19,2.9855837860843102e+32,12.605,0.974,-8.569180499762297e-05,3.1471058465527854e+32
J1439+76,218.49890416666665,72.95736444444445,113.08220534108173,42.15334008876415,0.947903,0.0,0.0,22.29,2.048,2.308600220014341,0.0
J1453+1902,219.74999999999997,76.91666666666667,115.40463317209826,38.59623260549483,0.005792302738575582,1.1665603082023352e-20,2.369808074708933e+33,14.0559,1.269,1.5977624831721187,1.4716005136170917e+33
J1455-3330,223.44049208333328,19.03669727777778,23.39473412758175,60.81227020727307,0.007987204806104166,2.4304276601845765e-20,1.883033185786461e+33,13.5698,1.0100936666967275,24.126925858668983,1.8455876600264932e+33
J1501-0046,223.94987374999997,-33.51288844444444,330.72176284907124,22.562253264012767,0.4640368139284,2.391e-16,9.446740902011274e+31,22.2584,2.131,1.4893607618287206,2.080247959059649e+31
J1502+28,225.43731583333332,-0.7732,356.5819467452896,48.05068374422002,3.784,0.0,0.0,14.0,1.289,3.582553518237546,0.0
J1503+2111,225.53749999999997,28.216666666666665,42.7804607654663,61.12680004269583,3.31400150122,1.4e-16,1.5185520063925238e+29,3.2603,0.244,13.89294939476531,2.550644998643718e+30
J1509+5531,225.9775,21.185916666666667,29.062364416836704,59.2960575501941,0.739681922904263,4.99821260947477e-15,4.875727746079708e+32,19.6191,2.1,1.732034744345583,1.1056071986575301e+32
J1517-32,227.3567908333333,55.525665,91.32543685993643,52.286942815835765,0.0644019,0.0,0.0,25.3,0.966,4.607694743666798,0.0
J1518+4904,229.25416666666663,-32.43472222222222,335.3973863811159,21.104974356649144,0.04093498890833287,2.718997794242557e-20,1.564892686322884e+31,11.61139,0.964,-0.0011661986354738474,1.683955043735133e+31
J1518-0627,229.56999618333333,49.07618088611112,80.80835947842013,54.28168124374937,0.7949966745699,4.179e-16,3.283493582241277e+31,27.9631,2.679,0.0,4.574996272476745e+30
J1528-3146,229.7462933333333,-6.452138888888889,355.1460135888066,41.00187210070167,0.06082223035146,2.49e-19,4.368899542658232e+31,18.163,0.774,8.609823887236416,7.292730042028442e+31
J1529+40,232.14564249999998,-31.768565555555554,337.9386594643824,20.216743344505062,0.4764,0.0,0.0,6.61,0.499,0.8174767756136134,0.0
J1532+2745,232.29999999999995,40.81666666666667,66.18280840192091,54.906983285909696,1.1248357427665205,7.795618393026144e-16,2.162434612786089e+31,14.691,1.694902932253831,9.313225746154785e-10,7.52754433675714e+30
